,comment,timestamp
891, '@người theo dõi',12/09/2024
892, 'Nice',30/07/2024
893, 'Likeee',09/07/2024
894, 'Niceeeee',24/10/2024
895, 'Quang Minh',07/09/2024
896, 'Quá tuỵt luôn ạ',31/08/2024
897, 'Mai Hoa tối ra Thư viện học nhé,22/08/2024
898, 0 gặp 0 về',22/09/2024
899, 'Trần Nguyệt',20/08/2024
900, 'mở buổi trưa đi ạ',05/11/2024
901, 'Nguyễn Thị Lan nguyện hiến dâng 2 tiếng chơi bời mỗi ngày của NTL để đổi lấy 2 tiếng mở buổi trưa của TV',11/08/2024
902, 'Trần Hiền triển',18/09/2024
903, 'Phương Linh Tuyệt vời',09/09/2024
904, 'Trần Nguyễn Nhật Quang Trung Trung đi',06/09/2024
905, 'kì này học đến 9h về nhé',17/10/2024
906, 'Khúc Nhật Linh chỉ học nhé,21/08/2024
907, đừng để bị đuổi',20/10/2024
908, 'Phương Linh',01/07/2024
909, 'Thảo Thảo Thảo đy',08/08/2024
910, 'Phương Linh mai dj'],05/08/2024
911,['Đinh Diễm Quỳnh giỏi lắm nha',14/07/2024
912, 'Fan 2 chị Thao TranPhuong Quỳnh Nga',06/08/2024
913, 'Phương Thảo Quỳnh Nga chúng mình có nhauu',10/07/2024
914, 'TranPhuong Thao siêu',22/09/2024
915, 'TranPhuong ThaoĐang ngồi cạnh nhau',20/08/2024
916, 'Quỳnh Nga'],04/09/2024
917,['Chúc mừng đại hội đã diễn ra thành công tốt đẹp ạ'],26/09/2024
918,['toàn các diễn viên tương lai',13/08/2024
919, 'Tuyệtt',01/11/2024
920, 'Nguyễn Hà Dương Hà Ngọc các cậu có vui khi gặp lại tớ hong',16/10/2024
921, 'Hà Ngọc Quỳnh Chi rất vui ạ',28/10/2024
922, 'Quỳnh Chi còn ten xịn quá',24/07/2024
923, 'Hà Ngọc t hỏi m có vui không cơ mà'],25/10/2024
924,['Hà Quang Minh chắc liên quan đến điểm chuyên cần điểm danh :))))\nđg ra trường thg em chông gai quá',09/07/2024
925, 'Cao Đình Thi =)) vl drl kém thật',04/09/2024
926, 'Hà Quang Minh t nhắn nhắc m,09/07/2024
927, m ko rep :))) lỏ e ,03/11/2024
928, sau t tag j thì phải xem',11/09/2024
929, 'Cao Đình Thi 1 năm mẹ r',01/11/2024
930, ':))?',03/09/2024
931, '',28/08/2024
932, 'xem điểm rèn luyện ở đâu vậy ạ',23/09/2024
933, 'Thi Vũ kiểu j chả qua',31/07/2024
934, 'Kem Dâu rèn luyện cho tốt vào',18/09/2024
935, 'tốt r',19/08/2024
936, 'Gòi xong 2 năm nữa ra trường nhưng mà ra trường vì bị đuổi học :((',21/10/2024
937, 'Lại vẽ ~',10/07/2024
938, 'Tiến Thắng Haizzz :>> 3.8 cũng chỉ là con số thôi anh',29/08/2024
939, '??????????',15/10/2024
940, '?',28/08/2024
941, 'Lắm trò Anh Nguyen Duc',11/09/2024
942, 'Mô phật',29/07/2024
943, 'Lắm trò',14/07/2024
944, 'Hoàng Đăng slink t hỏng ôi trời',23/10/2024
945, 'Lộc Nguyễn Slink nhìu lỗi lắm,22/08/2024
946, Slink tao giờ cũng đang bị lỗi :<',17/08/2024
947, 'Ngonnn r',03/11/2024
948, 'Hưng Hoàng rèn luyện đi',18/07/2024
949, 'Mạc Văn Thành chưa bao giờ bỏ học đi học muộn\nchăm ngoan',16/09/2024
950, '??',08/10/2024
951, 'Trịnh Châu Anh hahahhaha bày vẽ m ạ',05/07/2024
952, 'Thanh Mai mệt ghê má',16/09/2024
953, 'Lại làm trò điên =))',04/10/2024
954, 'Hoàng Quốc An bạn sợ à??',23/08/2024
955, 'Cựu sinh viên',02/09/2024
956, ':))??',12/09/2024
957, 'Hà Đan mở clb những cô nàng ý nghĩa ikk',07/07/2024
958, 'Hằng Thanh Nguyễn để tớ đi đky mở clb ha,14/10/2024
959, mục tiêu của cta là vô tri',29/07/2024
960, '?',14/10/2024
961, 'Hà Đan hạnh kiểm trung bình thì đúp đây mà=))))))',02/08/2024
962, 'Trần Thị Mai Hương toi đang thấy nhức nhức cái đầu rồi ớ',28/07/2024
963, ':)) Nguyễn Linh Thu Hương xem trường vẽ gì này',01/08/2024
964, 'Nguyen Ngoc Ha :))',06/09/2024
965, 'Nguyen Ngoc Ha nghỉ học thui',16/09/2024
966, 'Nguyen Ngoc Ha tốt khỏi bàn',02/08/2024
967, 'Mai Duyên :)))))))))))))',18/10/2024
968, 'Lâm Văn Vũ :((',12/07/2024
969, '????',22/09/2024
970, 'Trần Minh Hiếu Nguyễn Huy liệm :))',18/07/2024
971, 'sắp bị đuổi học r',17/07/2024
972, 'Trần Minh Hiếu\nah đã bị kém đâu',26/07/2024
973, 'Năm sau cố gắng nào :))',10/09/2024
974, 'Phạm Minh Đức vcl',10/08/2024
975, 'Mai Hải mày xong rồi',08/09/2024
976, 'Điểm chuyên cần là gì v mn',06/09/2024
977, 'Ngô Trung Hiếu a hieu nhac tanh ng di',05/10/2024
978, 'Tiến Nam tanh ng thì giỏi rồi chắc k sao đâu a nam ơi',04/09/2024
979, 'Ngô Trung Hiếu nma co tai k co duc',10/07/2024
980, 'Tiến Nam có tài mà k có xỉu',30/09/2024
981, 'Tuấn Anh Dũng Hùng Lê là sao',14/08/2024
982, 'Đỗ Quang Huy nhảm vl',05/11/2024
983, 'Đỗ Quang Huy ai bt :))',03/11/2024
984, 'Văn Quốc NguyễnKhánh HưngBui Duc Hiep mấy a cứ liệu hồn',27/09/2024
985, 'Đức Mạnh vl :))',17/09/2024
986, 'Kim Anh là zư nào',14/10/2024
987, 'Nguyễn Lan Phương rèn luyện kém là bao nhiêu điểm hả bây',12/08/2024
988, 'Nam Nguyễn hay này bạn =)))',18/09/2024
989, 'Nguyễn Mạnh Khiêm riêng m có đi hc à',05/11/2024
990, 'có mùi giống bên H trc đây',27/10/2024
991, 'Là s z',10/08/2024
992, 'nghia la k dien phieu nua ...',18/07/2024
993, 'Luyện Lương Nguyễn Đức chưa bị đuổi vì gpa kém thì đã cút bằng cái này trc rồi',15/10/2024
994, 'Đình Hưng trở ngại đến con đường 9 năm',28/07/2024
995, 'Đình Hưng phải nháp nốt kỳ này mới được',04/11/2024
996, 'Nhật Tuệ đm',15/09/2024
997, 'Lê Trần Nhật Minh tự nhiên thấy lo lắng cho điểm rèn luyện:))',24/10/2024
998, 'Lê Trần Nhật Minh -5đ rèn luyện',07/10/2024
999, 'Viet Quan Nguyen Dat thành lập tổ chuyên án',10/08/2024
1000, 'Phúc Đình Nguyễn chill',19/09/2024
1001, 'Nguyễn Anh Hào ptit kì 1 chả làm gì vẫn xếp loại tốt ko phải cày từng điểm như hust đâu',21/08/2024
1002, 'Nguyễn Văn Long Hoang Việt Anh ở nhà thôi:)',17/09/2024
1003, 'Tùng Hoàng rủ nhau làm trò kk',30/08/2024
1004, 'Tiến Dũng sờ pai',09/08/2024
1005, 'Liên quan gì đến kết quả học tập',04/08/2024
1006, 'Phạm Việt Hoàng như nào nhỉ',02/07/2024
1007, 'tự nhận 100 điểm thì khó',22/09/2024
1008, 'Trà My nô lệ đrl à',14/10/2024
1009, 'Mai Anh Hoàng đi học đầy đủ vào',15/10/2024
1010, 'Anh La kiếp nạn thứ 82',12/08/2024
1011, 'Phan Dung Nhi Đình Nguyên kì mới nan giải gấp bội :)))',06/11/2024
1012," 'Thanh Ngọc kỳ sau đúng ""tam"" tai của t luôn ạ :)))'",18/10/2024
1013, 'Đình Nguyên quyết tâm dựt hb mà khó ghê :)))',17/07/2024
1014, 'Dương Phạm bạn này ý thức rất kém',20/10/2024
1015, 'Kien m ay con chooo',17/10/2024
1016, 'Dương Phạm xem sếch là ý thức kém r',26/07/2024
1017, 'Pham Ngoc Bao ra trường sớm',06/07/2024
1018, 'Trịnh Ngọc Mai éc éc'],08/10/2024
1019,[],24/10/2024
1020,['cho mấy a ngoại quốc kéo xà lun',26/09/2024
1021, 'Nguyễn Thu Hương Trần Quỳnh Diệu Thùy lên chs vs t đi',11/10/2024
1022, 'Nguyễn Thị Thảo Vân đợi tụi tui phi trâu ra nha',08/08/2024
1023, 'Diệu Thùy rất hân hạnh đc đón tiếp',18/07/2024
1024, 'Quy Phuong sv hụt của trường có đc vào k',05/11/2024
1025, 'Mai Phương đi đê t dẫn,31/08/2024
1026, tự hào đã thuộc map trường',08/09/2024
1027, 'Trang An đi hongg',22/07/2024
1028, 'Quy Phuong hôm 20 đc nghỉ tuyệt r',05/08/2024
1029, 'Nhuong Thanh giao lưu tí ko :)))',21/08/2024
1030, 'Hạnh Nguyên có chứ',02/07/2024
1031, 'Thùy Dương đi kh em :))',26/10/2024
1032, 'Hoàng Ngọc Hà mai đi đê',26/08/2024
1033, 'Thùy Dương đi nhá',24/09/2024
1034, 'Hoàng Ngọc Hà mai 6ruoi t mới đi làm về,18/08/2024
1035, oke khôm',27/07/2024
1036, 'Hê hê Học viện dạo này hay có mấy xự kiện su hướng cuốc tế hỉ',09/10/2024
1037, 'Sao trường hông colab vs tung gủa huhu',21/10/2024
1038, 'Ai có nhu cầu thuê đồ cosplay ib em',30/08/2024
1039, 'Tạ Huy Hoàng t có hứng thú với cái này,01/08/2024
1040, và m sẽ phải đi với t=)))))',01/08/2024
1041, 'Duc Nguyen m k rủ t à?',05/09/2024
1042, 'Ngọc Ánh tôi rủ em trước các chị của e đó',13/07/2024
1043, 'Trịnh Điệp cái này mình đc thtin trc r mà c:))',02/10/2024
1044, 'Ngọc Ánh nói miệng sợ e chối',09/08/2024
1045, 'Nguyễn Trung có Nhật Bản kìa bạn toi',13/07/2024
1046, 'Nhật Minh Quá quý bửu rồi',05/10/2024
1047, 'Đào Xuân Mai đến tham gia cùng bọn e nhé kkk',14/09/2024
1048, 'Đi thôi đi thôiii',12/09/2024
1049, 'Thanh Tâm rủ với',30/08/2024
1050, 'Phạm Thị Thu chiều nay luôn đó gái :))',28/07/2024
1051, 'Huhu hôm ý ko lên trg đc\nko tgia đc',03/07/2024
1052, 'Hoàng Yếnn c cho tôi xin cái hẹn nào',16/07/2024
1053, 'Thu Anh thứ 6 đi học mà =)))))',10/08/2024
1054, 'Hoàng Yếnn à ừ nhể:)) còn ngày mai mấy giờ nhể',15/07/2024
1055, 'Thu Anh mai có vụ gì v',09/10/2024
1056, 'Hoàng Yếnn :))) cái của hàn quốc ấy,01/08/2024
1057, t nhớ nhầm à',28/10/2024
1058, 'Thu Anh ủa tưởng cái này =))))',07/08/2024
1059, 'Quang Nguyễn cosplay giao luu di ni',28/07/2024
1060, 'Nguyễn Lụa Phát Nguyễn Lê Thị Thùy Dung đi ko mn',16/08/2024
1061, 'Xuân Mai mình có tài năng gì honggg để đi thii :>>>',09/10/2024
1062, 'Lê Thị Thùy Dung mik có tài mukbang đc khum',05/10/2024
1063, 'Xuân Mai đi lẹ luonnnnn',12/10/2024
1064, 'Lê Thị Thùy Dung gái xinh hăng quá ha',04/09/2024
1065, 'Xuân Mai ăn ăn ăn ăn. Đi giao lưu văn hoá mà chỉ nghĩ đến cái ăn. Thua',03/11/2024
1066, 'Phát Nguyễn so sad',10/10/2024
1067, 'Chi Đỗ :)) làm tí văn hóa k',14/07/2024
1068, 'nghe hay đấy',25/10/2024
1069, 'Hoàng Hải Nhi lên đồ thoi',30/07/2024
1070, 'Thanh Huong Do sự kiện hay quáa đi thoiii',27/08/2024
1071, 'Nga Nga Mông cổ kìa',26/09/2024
1072, 'Giang An Lan ngol',19/07/2024
1073, 'Nga Nga Meo nhà m đâu giữ m lại tất cả là cụa t',24/08/2024
1074, 'Giang An Lan ô kìa phải chia sẻ vs chứ',03/10/2024
1075, 'Nguyễn Kiên',29/09/2024
1076," ""Phương Linh Dươngg Thùy Let's goooo""]",13/08/2024
1077,[],21/08/2024
1078,[],24/08/2024
1079,[],25/08/2024
1080,[],28/07/2024
1081,[],15/10/2024
1082,[],27/07/2024
1083,[],22/08/2024
1084,[],08/08/2024
1085,[],02/09/2024
1086,[],22/08/2024
1087,[],30/09/2024
1088,[],28/09/2024
1089,[],04/07/2024
1090,[],22/07/2024
1091,[],10/08/2024
1092,[],04/10/2024
1093,[],29/07/2024
1094,[],08/08/2024
1095,[],31/10/2024
1096,[],15/08/2024
1097,[],29/10/2024
1098,[],31/07/2024
1099,[],06/09/2024
1100,[],28/10/2024
1101,[],05/07/2024
1102,[],10/10/2024
1103,[],25/10/2024
1104,[],18/09/2024
1105,[],15/09/2024
1106,[],01/10/2024
1107,[],06/08/2024
1108,[],15/07/2024
1109,[],18/09/2024
1110,[],25/10/2024
1111,[],13/10/2024
1112,[],13/09/2024
1113,[],11/08/2024
1114,[],09/08/2024
1115,[],18/09/2024
1116,[],28/10/2024
1117,[],29/08/2024
1118,[],29/10/2024
1119,[],09/10/2024
1120,[],15/09/2024
1121,[],01/11/2024
1122,[],10/08/2024
1123,[],01/07/2024
1124,[],31/07/2024
